step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
140,TRANSFER,722621.15,C1712592809,0.0,0.0,C1530393105,737197.44,1459818.59,0,0
236,PAYMENT,4106.57,C2029798738,0.0,0.0,M302544148,0.0,0.0,0,0
394,CASH_OUT,23674.74,C1488694571,21364.0,0.0,C1903220237,1505779.68,1529454.42,0,0
215,PAYMENT,6150.57,C306539153,188266.0,182115.43,M1987812908,0.0,0.0,0,0
299,CASH_IN,69484.27,C1301499711,30637.0,100121.27,C1253806520,1212989.96,1143505.69,0,0
374,PAYMENT,35539.12,C146303447,62336.62,26797.49,M616450285,0.0,0.0,0,0
350,PAYMENT,5584.34,C1025284017,0.0,0.0,M1246394354,0.0,0.0,0,0
139,CASH_OUT,73018.79,C1156237009,0.0,0.0,C19564754,1828100.55,1901119.34,0,0
17,CASH_OUT,191385.9,C28607053,198656.0,7270.1,C2055396138,129631.34,321017.24,0,0
16,PAYMENT,363.12,C2094421184,740530.27,740167.15,M1762969862,0.0,0.0,0,0
417,CASH_OUT,2028897.08,C1126334701,2028897.08,0.0,C18335029,4194222.4,6223119.48,1,0
161,CASH_IN,139023.71,C1199788701,62478.0,201501.71,C255557188,2204505.23,2065481.51,0,0
335,CASH_OUT,73131.11,C484913776,0.0,0.0,C988039809,209079.03,282210.13,0,0
11,PAYMENT,7577.27,C366909943,45863.0,38285.73,M691405309,0.0,0.0,0,0
190,CASH_OUT,23454.3,C940293941,148913.0,125458.7,C2004653634,0.0,23454.3,0,0
352,CASH_OUT,201429.03,C1058763692,0.0,0.0,C1773456722,520355.16,721784.18,0,0
387,CASH_OUT,20920.39,C18423061,20920.39,0.0,C1021087479,359472.94,380393.33,1,0
322,CASH_OUT,440980.8,C1756238632,286.0,0.0,C1011911754,97028.74,538009.54,0,0
377,CASH_OUT,240640.78,C718587886,333972.0,93331.22,C634876210,143869.54,384510.33,0,0
303,CASH_IN,318057.59,C750468353,4856438.49,5174496.08,C1051804183,5227079.24,4909021.65,0,0
210,PAYMENT,26062.06,C406341194,0.0,0.0,M450759274,0.0,0.0,0,0
332,PAYMENT,22888.25,C1610744115,14880.72,0.0,M183152378,0.0,0.0,0,0
379,TRANSFER,656563.9,C456836129,41684.0,0.0,C339205396,123284.98,779848.89,0,0
324,CASH_OUT,570728.28,C686772492,119926.23,0.0,C230408473,1176082.11,1746810.39,0,0
394,CASH_OUT,68550.52,C394438679,0.0,0.0,C1921540682,6401986.52,6470537.04,0,0
324,PAYMENT,1220.62,C93044554,0.0,0.0,M1801944791,0.0,0.0,0,0
372,CASH_OUT,15516.1,C1322864648,199433.0,183916.9,C13469235,1150692.8,1166208.91,0,0
235,TRANSFER,121492.98,C94213237,52179.0,0.0,C2050687401,0.0,121492.98,0,0
283,PAYMENT,5762.04,C876698441,260131.0,254368.96,M2077200338,0.0,0.0,0,0
109,CASH_OUT,94613.12,C919387676,94613.12,0.0,C2083130101,0.0,94613.12,1,0
161,CASH_OUT,278675.18,C1830079279,0.0,0.0,C1668385603,1447239.22,1725914.4,0,0
14,PAYMENT,2121.5,C830289283,11108.0,8986.5,M895209675,0.0,0.0,0,0
167,PAYMENT,16442.71,C242908450,47122.07,30679.36,M782779939,0.0,0.0,0,0
254,CASH_OUT,61400.29,C865550384,691.0,0.0,C56937053,0.0,61400.29,0,0
9,PAYMENT,7069.05,C2080377154,0.0,0.0,M1610815377,0.0,0.0,0,0
249,CASH_OUT,42774.14,C98590949,0.0,0.0,C1213436852,532281.75,575055.88,0,0
154,PAYMENT,22417.3,C673877384,22463.0,45.7,M2102537385,0.0,0.0,0,0
183,CASH_OUT,86824.47,C866996173,9077.0,0.0,C346874514,2327603.89,2335740.37,0,0
142,PAYMENT,16718.62,C1938670690,10118.0,0.0,M1696367665,0.0,0.0,0,0
260,CASH_IN,172186.53,C1140372541,3385432.88,3557619.42,C1497759086,4784115.92,4611929.38,0,0
355,PAYMENT,19299.52,C595526948,198222.45,178922.93,M807728844,0.0,0.0,0,0
695,CASH_OUT,665676.43,C70707388,665676.43,0.0,C1606093829,0.0,665676.43,1,0
18,PAYMENT,14877.03,C329406826,298574.0,283696.97,M561841635,0.0,0.0,0,0
161,CASH_OUT,17635.27,C1396179637,0.0,0.0,C2043257128,2886526.11,2904161.37,0,0
580,TRANSFER,105861.07,C261904702,105861.07,0.0,C152930989,0.0,0.0,1,0
252,CASH_IN,245701.88,C526392349,11657840.78,11903542.66,C734306302,932669.06,686967.17,0,0
251,CASH_OUT,3864.89,C1995685239,30867.0,27002.11,C2123759035,0.0,3864.89,0,0
273,CASH_IN,146936.3,C356406180,102560.0,249496.3,C957367248,997483.21,850546.91,0,0
370,TRANSFER,1653144.1,C462652864,1653144.1,0.0,C725249814,0.0,0.0,1,0
399,CASH_OUT,278861.6,C163783688,7740.0,0.0,C1215975787,0.0,278861.6,0,0
326,PAYMENT,13957.6,C1392613862,0.0,0.0,M1335229791,0.0,0.0,0,0
156,CASH_OUT,154146.28,C2068954325,287.0,0.0,C1000910565,1936751.25,2090897.53,0,0
402,CASH_IN,279345.93,C1713329886,7090345.44,7369691.37,C1876733199,496382.0,158288.21,0,0
326,CASH_IN,68282.35,C1518370716,35067.0,103349.35,C1108655764,0.0,0.0,0,0
229,CASH_OUT,29275.09,C1837359156,61024.0,31748.91,C2128803512,349347.04,378622.14,0,0
297,CASH_OUT,228642.97,C1207180441,436.0,0.0,C1087418850,223164.39,451807.36,0,0
398,PAYMENT,24291.63,C1190344589,0.0,0.0,M1314235086,0.0,0.0,0,0
163,CASH_OUT,353095.91,C1743356847,881.0,0.0,C1335219119,0.0,353095.91,0,0
259,PAYMENT,15996.43,C2065123217,50722.0,34725.57,M1686904410,0.0,0.0,0,0
406,PAYMENT,17731.12,C462738528,0.0,0.0,M1674933153,0.0,0.0,0,0
612,PAYMENT,9764.15,C551096251,10694.0,929.85,M1774843071,0.0,0.0,0,0
179,CASH_OUT,207138.55,C1056373973,0.0,0.0,C701546927,7330720.22,7537858.77,0,0
275,CASH_OUT,506348.75,C1058172362,0.0,0.0,C430390140,508847.35,1015196.11,0,0
41,PAYMENT,22101.09,C258632652,0.0,0.0,M762949709,0.0,0.0,0,0
251,TRANSFER,2693520.61,C2141912199,2693520.61,0.0,C598875397,0.0,0.0,1,0
234,CASH_OUT,44665.46,C1753008553,30962.0,0.0,C300796503,81319.23,125984.68,0,0
179,CASH_OUT,2288.63,C882716109,467795.0,465506.37,C1077145207,699421.81,701710.44,0,0
396,PAYMENT,55797.15,C944267968,4600.63,0.0,M723990637,0.0,0.0,0,0
312,TRANSFER,117345.35,C1686904928,117345.35,0.0,C807316421,0.0,0.0,1,0
506,TRANSFER,1048100.0,C1355391463,1048100.0,0.0,C1870887119,0.0,0.0,1,0
20,PAYMENT,6177.32,C905747837,0.0,0.0,M1482618790,0.0,0.0,0,0
132,CASH_IN,244140.55,C1379258066,21308699.76,21552840.31,C44527520,2220384.39,1976243.84,0,0
238,TRANSFER,1530.84,C1164568984,1530.84,0.0,C940250916,0.0,0.0,1,0
259,CASH_OUT,24231.26,C1894617206,1224.0,0.0,C836148567,1181770.52,1206001.78,0,0
38,PAYMENT,6794.25,C1245445175,107210.0,100415.75,M1447757654,0.0,0.0,0,0
250,CASH_OUT,87611.8,C1053825495,30967.0,0.0,C1152668683,0.0,87611.8,0,0
307,CASH_OUT,67786.99,C783773644,50970.0,0.0,C1502442450,253386.57,321173.56,0,0
308,PAYMENT,63264.74,C1116239714,365209.84,301945.1,M2042117195,0.0,0.0,0,0
355,PAYMENT,3560.73,C64240602,277726.27,274165.54,M693854361,0.0,0.0,0,0
492,CASH_OUT,276705.99,C668217152,21230.0,0.0,C1181248661,946556.79,1223262.78,0,0
13,CASH_OUT,159115.19,C359887519,25373.0,0.0,C2069625872,63403.59,222518.78,0,0
137,CASH_IN,58240.41,C1581359564,4567060.19,4625300.6,C1953807246,2209100.56,1674669.61,0,0
282,CASH_OUT,336481.73,C1664216808,0.0,0.0,C797258113,1775741.55,2112223.28,0,0
177,CASH_OUT,1201681.76,C2146217272,1201681.76,0.0,C411880300,1069475.01,2271156.77,1,0
232,CASH_OUT,273576.39,C919995722,0.0,0.0,C1865227002,564564.29,838140.68,0,0
181,CASH_IN,127469.73,C977806411,613717.44,741187.17,C1220292898,30264425.93,30136956.2,0,0
398,CASH_OUT,505571.43,C994784827,505571.43,0.0,C516816901,167528.29,673099.71,1,0
403,CASH_IN,129782.85,C1110515194,1380934.35,1510717.2,C570211261,261789.85,132007.0,0,0
282,CASH_OUT,69555.32,C132984865,33301.0,0.0,C1128332489,0.0,69555.32,0,0
408,CASH_OUT,503961.93,C868244039,503961.93,0.0,C1704260937,0.0,503961.93,1,0
19,PAYMENT,6808.86,C2027776574,0.0,0.0,M569616132,0.0,0.0,0,0
161,CASH_OUT,333545.56,C1552425953,0.0,0.0,C1049065277,519442.46,852988.02,0,0
406,CASH_OUT,10000000.0,C2039632835,10000000.0,0.0,C1012340770,2265793.36,12265793.36,1,0
302,CASH_IN,199342.54,C1317817028,21194.0,220536.54,C631794425,461324.81,261982.26,0,0
206,CASH_IN,165257.24,C1129045716,17462682.26,17627939.51,C614767896,8302874.56,8137617.32,0,0
139,CASH_OUT,151310.86,C1386340983,0.0,0.0,C449317666,260955.87,412266.73,0,0
300,CASH_OUT,245560.8,C239845336,11660.0,0.0,C1634407784,245373.23,490934.02,0,0
179,PAYMENT,11470.28,C1202594054,0.0,0.0,M141947721,0.0,0.0,0,0
261,CASH_OUT,358159.13,C1549709638,358159.13,0.0,C450452025,2150240.84,2508399.97,1,0
582,CASH_OUT,6106149.52,C62391457,6106149.52,0.0,C1290160681,2003487.05,8109636.57,1,0
38,CASH_IN,11287.59,C2141644410,22893419.18,22904706.77,C2048611494,188119.27,176831.68,0,0
16,TRANSFER,95857.1,C1854208570,169447.28,73590.17,C1140028291,1627991.07,2200110.83,0,0
311,CASH_OUT,88962.02,C389069707,133319.0,44356.98,C1407834824,0.0,88962.02,0,0
372,CASH_IN,4590.64,C848038981,660321.61,664912.24,C1994551347,656522.94,651932.3,0,0
135,PAYMENT,1901.41,C1120492403,118774.13,116872.71,M322925568,0.0,0.0,0,0
385,PAYMENT,7305.91,C1656852140,2547.27,0.0,M1632308879,0.0,0.0,0,0
20,CASH_OUT,308693.96,C964271001,10340.0,0.0,C1070794571,754409.45,1063103.41,0,0
475,CASH_OUT,9511.69,C1550140499,9511.69,0.0,C119015629,745613.01,755124.7,1,0
255,CASH_OUT,259497.56,C767636198,0.0,0.0,C1502424827,1554186.2,1813683.76,0,0
42,CASH_IN,100300.55,C557856023,3366516.95,3466817.5,C258905209,3745120.05,3644819.5,0,0
208,CASH_OUT,121784.28,C1952427685,20406.0,0.0,C1724139137,1247394.68,1369178.97,0,0
281,PAYMENT,21276.97,C1294302806,0.0,0.0,M2030181942,0.0,0.0,0,0
378,PAYMENT,3984.0,C2110431830,6051.0,2067.0,M1715703911,0.0,0.0,0,0
180,CASH_OUT,371775.96,C695426010,0.0,0.0,C1962092319,1892839.24,2264615.2,0,0
18,CASH_OUT,66289.34,C893618730,0.0,0.0,C610018122,201892.96,409632.25,0,0
198,TRANSFER,7620549.14,C1407135183,7620549.14,0.0,C1128587638,0.0,0.0,1,0
211,PAYMENT,4663.04,C28304704,220169.0,215505.96,M559851391,0.0,0.0,0,0
253,CASH_OUT,89930.56,C784221068,21345.0,0.0,C1847975955,953461.19,1043391.75,0,0
306,CASH_IN,154279.35,C570006230,3650319.64,3804598.99,C893882476,397621.83,243342.49,0,0
596,TRANSFER,761560.76,C676705199,0.0,0.0,C951121443,894211.13,1655771.89,0,0
228,CASH_IN,243894.17,C1560560075,5048793.37,5292687.54,C1679767420,1339692.61,1095798.44,0,0
397,PAYMENT,45410.01,C1849368365,467314.0,421903.99,M1973190810,0.0,0.0,0,0
305,CASH_OUT,141670.5,C883824253,120888.0,0.0,C1390083098,535824.11,677494.61,0,0
250,TRANSFER,1967745.49,C1966487412,100815.81,0.0,C1280700642,3965861.59,5933607.09,0,0
70,CASH_OUT,167067.78,C1636013570,167067.78,0.0,C2066003164,169160.19,336227.97,1,0
305,PAYMENT,6827.56,C737248849,0.0,0.0,M538544454,0.0,0.0,0,0
321,CASH_IN,289467.56,C1753568763,10391938.11,10681405.68,C1616411975,493368.41,203900.85,0,0
403,CASH_OUT,26516.09,C231069490,0.0,0.0,C82338676,1980503.69,2007019.78,0,0
718,TRANSFER,1293595.52,C411007033,1293595.52,0.0,C1470544838,0.0,0.0,1,0
346,CASH_OUT,487.98,C1579878790,28426.0,27938.02,C744951410,522756.3,523244.27,0,0
45,CASH_IN,309021.08,C2103980151,1349721.98,1658743.06,C1943197804,714596.36,405575.27,0,0
540,CASH_IN,284029.44,C1952406189,805349.33,1089378.77,C375650869,1075716.47,791687.03,0,0
185,PAYMENT,15416.56,C728988085,10043.0,0.0,M1734390585,0.0,0.0,0,0
354,PAYMENT,18176.57,C603387164,0.0,0.0,M1141655602,0.0,0.0,0,0
190,PAYMENT,13939.45,C694032384,19920.0,5980.55,M1891544324,0.0,0.0,0,0
254,PAYMENT,492.77,C1975231668,0.0,0.0,M320144066,0.0,0.0,0,0
156,CASH_IN,438308.15,C1937816586,2393.0,440701.15,C1045066838,0.0,0.0,0,0
680,CASH_OUT,227668.22,C838079737,227668.22,0.0,C971866524,53722.04,281390.26,1,0
250,CASH_OUT,177217.55,C605707294,177217.55,0.0,C869819387,1086981.95,1264199.5,1,0
205,CASH_OUT,156734.37,C809496066,0.0,0.0,C229437558,365649.27,522383.65,0,0
17,CASH_OUT,283322.75,C2125694978,39958.0,0.0,C782652457,35263.24,318585.99,0,0
21,CASH_IN,18756.48,C331074812,178604.0,197360.48,C1457711848,0.0,0.0,0,0
179,CASH_OUT,117072.81,C60712889,9685.0,0.0,C1195096769,58092.73,175165.54,0,0
15,CASH_OUT,59385.67,C1765315298,59385.67,0.0,C721356209,74371.0,133756.67,1,0
280,CASH_IN,258455.36,C1063181020,3815911.07,4074366.43,C1428385572,319377.92,60922.56,0,0
189,PAYMENT,2119.35,C1017095405,175596.07,173476.72,M998506366,0.0,0.0,0,0
43,CASH_OUT,73656.38,C2107874262,0.0,0.0,C611188298,89681.09,163337.47,0,0
385,PAYMENT,2895.98,C1147891360,30902.0,28006.02,M939055106,0.0,0.0,0,0
158,CASH_OUT,117871.07,C237797355,25905.0,0.0,C475007995,0.0,117871.07,0,0
253,CASH_OUT,98188.3,C785410578,0.0,0.0,C970298097,1379885.11,1478073.42,0,0
686,PAYMENT,4033.4,C332264856,0.0,0.0,M1641505530,0.0,0.0,0,0
157,PAYMENT,2142.98,C354753963,0.0,0.0,M1124276827,0.0,0.0,0,0
396,TRANSFER,233699.25,C349513899,233699.25,0.0,C499085248,0.0,0.0,1,0
137,CASH_OUT,301689.81,C1478886113,0.0,0.0,C125446484,474118.18,775807.98,0,0
355,TRANSFER,291649.53,C360691077,0.0,0.0,C1848962139,1261527.88,1553177.4,0,0
186,PAYMENT,21995.04,C586433286,38139.0,16143.96,M300428118,0.0,0.0,0,0
131,PAYMENT,14878.2,C1025733050,344076.07,329197.88,M1165440377,0.0,0.0,0,0
730,CASH_OUT,10000000.0,C1868631555,10000000.0,0.0,C1100933050,0.0,10000000.0,1,0
8,CASH_OUT,547617.8,C331190452,0.0,0.0,C8290162,4193711.57,6650282.66,0,0
281,CASH_OUT,399489.64,C462427686,31892.0,0.0,C459868151,391985.54,791475.17,0,0
399,CASH_OUT,29917.91,C1554673754,11358.0,0.0,C1736326978,0.0,29917.91,0,0
698,CASH_OUT,2360965.74,C1859539319,2360965.74,0.0,C599318565,0.0,2360965.74,1,0
177,CASH_OUT,564616.34,C1460024436,562349.87,0.0,C512421114,5718448.79,6283065.13,0,0
211,CASH_OUT,65230.26,C796192814,216725.75,151495.49,C1863245773,320323.69,385553.94,0,0
239,PAYMENT,1016.55,C1393404283,19321.0,18304.45,M1711534263,0.0,0.0,0,0
157,TRANSFER,137922.29,C809464357,81592.0,0.0,C2059613113,708495.97,846418.25,0,0
140,CASH_OUT,199522.32,C1275402773,0.0,0.0,C160106315,521456.84,720979.15,0,0
239,PAYMENT,7677.28,C518029013,30895.0,23217.72,M403301171,0.0,0.0,0,0
242,CASH_OUT,3139423.35,C1627766514,3139423.35,0.0,C1840253816,2593641.94,5733065.29,1,0
250,TRANSFER,174683.34,C279104930,174683.34,0.0,C1291302412,0.0,0.0,1,0
40,PAYMENT,4591.65,C1676948621,182998.16,178406.51,M1832867230,0.0,0.0,0,0
211,CASH_OUT,293024.09,C440223869,0.0,0.0,C1055566627,632240.12,925264.21,0,0
140,CASH_IN,220998.37,C616351885,2200283.87,2421282.24,C1181019650,1338362.62,1117364.24,0,0
373,CASH_OUT,204318.99,C83960975,595.0,0.0,C1626348169,102533.89,306852.88,0,0
19,CASH_OUT,101194.0,C1501394628,0.0,0.0,C76517561,116507.97,217701.97,0,0
659,CASH_IN,329811.29,C104178035,521155.01,850966.3,C568072859,366933.06,37121.77,0,0
426,CASH_OUT,99804.21,C832632407,99804.21,0.0,C608557779,77105.84,176910.05,1,0
380,CASH_OUT,70294.23,C1609284164,126561.0,56266.77,C536172082,535493.85,605788.08,0,0
24,PAYMENT,15324.9,C1829664573,591731.4,576406.5,M1119201896,0.0,0.0,0,0
379,CASH_OUT,84319.4,C1066169032,36608.0,0.0,C511077710,627950.83,712270.23,0,0
206,PAYMENT,17994.33,C435669432,48989.0,30994.67,M693275560,0.0,0.0,0,0
